timestamp,open,high,low,close,volume
2024-11-06 08:00:00,415.3,418.79,411.8,416.46,128268
2024-11-06 09:00:00,416.39,417.98,410.52,417.5,3574440
2024-11-06 10:00:00,417.54,420.39,416.15,416.2899,2512267
2024-11-06 11:00:00,416.25,417.49,415.26,416.09,1448829
2024-11-06 12:00:00,416.08,416.88,414.78,416.09,975695
2024-11-06 13:00:00,416.11,418.73,416.07,418.28,996163
2024-11-06 14:00:00,418.31,419.6599,417.96,419.561,872977
2024-11-06 15:00:00,419.56,420.45,418.93,420.21,2111622
2024-11-06 16:00:00,420.18,420.5,419.03,420.5,4995186
2024-11-06 17:00:00,420.55,420.9,420.1041,420.1041,134402
2024-11-06 18:00:00,420.18,420.18,419.7,419.9,9707
2024-11-06 19:00:00,419.9855,419.9855,419.4416,419.5,3262
2024-11-07 04:00:00,420.06,420.95,420.06,420.65,5485
2024-11-07 05:00:00,420.75,421.3,420.7,421.3,5894
2024-11-07 06:00:00,421.25,421.25,420.75,421.0,2434
2024-11-07 07:00:00,421.0,421.24,420.76,421.22,13085
2024-11-07 08:00:00,420.89,421.75,419.55,421.52,39529
2024-11-07 09:00:00,421.51,422.45,419.88,421.895,1868806
2024-11-07 10:00:00,421.99,424.43,421.64,423.73,1506565
2024-11-07 11:00:00,423.74,426.42,423.67,425.54,1290629
2024-11-07 12:00:00,425.5799,425.59,423.77,424.355,723043
2024-11-07 13:00:00,424.37,424.9,423.81,424.5,600026
2024-11-07 14:00:00,424.45,426.38,424.2033,426.31,823903
2024-11-07 15:00:00,426.305,426.85,424.6,425.51,1868260
2024-11-07 16:00:00,425.43,426.77,425.1,425.6,4261542
2024-11-07 17:00:00,425.6,425.79,425.0018,425.75,208299
2024-11-07 18:00:00,425.43,425.79,425.12,425.33,8078
2024-11-07 19:00:00,425.43,425.8,425.43,425.6501,9214
2024-11-08 04:00:00,425.97,427.0,425.97,426.02,2581
2024-11-08 05:00:00,425.73,425.73,423.47,423.8,4561
2024-11-08 06:00:00,423.45,423.79,423.05,423.79,6140
2024-11-08 07:00:00,423.78,425.0,423.78,424.84,7472
2024-11-08 08:00:00,424.6,426.493,423.81,424.33,25914
2024-11-08 09:00:00,424.15,426.5,423.9759,426.15,1333339
2024-11-08 10:00:00,426.24,426.5,423.11,423.87,1396505
2024-11-08 11:00:00,423.88,424.37,423.0582,423.8209,1013016
2024-11-08 12:00:00,423.8,423.85,422.15,422.3,751464
2024-11-08 13:00:00,422.33,423.63,421.85,423.46,630463
2024-11-08 14:00:00,423.445,424.08,423.01,423.04,566056
2024-11-08 15:00:00,423.05,423.5,421.78,422.93,1258689
2024-11-08 16:00:00,422.54,423.2,422.54,422.9,4387489
2024-11-08 17:00:00,422.8116,422.83,422.5019,422.5019,240917
2024-11-08 18:00:00,422.55,422.7955,422.55,422.7955,3457
2024-11-08 19:00:00,422.76,422.8,422.35,422.35,5599
2024-11-11 04:00:00,423.04,423.04,422.0,422.4,9484
2024-11-11 05:00:00,422.34,422.34,421.9,421.99,7525
2024-11-11 06:00:00,421.95,422.02,421.8,421.99,2897
2024-11-11 07:00:00,422.13,423.34,422.02,423.25,13501
2024-11-11 08:00:00,422.1,423.8,421.8683,422.9619,42027
2024-11-11 09:00:00,423.01,424.81,421.88,422.94,1477513
2024-11-11 10:00:00,422.99,423.155,419.3,419.31,1898460
2024-11-11 11:00:00,419.34,419.41,416.0,418.7,1979923
2024-11-11 12:00:00,418.7279,419.16,417.25,417.37,738059
2024-11-11 13:00:00,417.33,419.92,416.69,419.3534,957677
2024-11-11 14:00:00,419.34,419.64,418.93,419.25,569133
2024-11-11 15:00:00,419.215,419.64,417.11,418.19,1449500
2024-11-11 16:00:00,418.01,418.85,417.89,418.02,2879871
2024-11-11 17:00:00,418.01,418.1668,418.0,418.02,4910
2024-11-11 18:00:00,417.51,418.11,417.45,418.1001,5246
2024-11-11 19:00:00,418.1,418.17,417.0,417.6,10946
2024-11-12 04:00:00,417.28,417.28,416.79,417.2,1557
2024-11-12 05:00:00,417.4,418.0,416.98,417.88,3277
2024-11-12 06:00:00,417.5,418.01,417.0,418.01,5907
2024-11-12 07:00:00,418.05,418.05,417.45,417.5,11430
2024-11-12 08:00:00,417.83,418.799,416.86,418.3,45275
2024-11-12 09:00:00,418.289,420.5899,417.1,418.745,1532432
2024-11-12 10:00:00,418.8,420.3,417.71,419.0002,1146693
2024-11-12 11:00:00,419.01,420.43,419.01,419.94,759305
2024-11-12 12:00:00,419.945,421.73,419.72,419.79,1027589
2024-11-12 13:00:00,419.765,423.2,419.6351,422.84,781781
2024-11-12 14:00:00,422.82,423.84,422.7401,423.71,705269
2024-11-12 15:00:00,423.72,424.44,421.64,423.13,1711994
2024-11-12 16:00:00,423.03,424.0,423.03,423.6,4707198
2024-11-12 17:00:00,423.4148,423.5496,423.3,423.5,3969
2024-11-12 18:00:00,423.4,423.4,423.03,423.25,25420
2024-11-12 19:00:00,423.35,423.35,423.06,423.35,3172
2024-11-13 04:00:00,423.03,423.03,422.02,422.3,5390
2024-11-13 05:00:00,422.23,422.23,421.1,421.52,2157
2024-11-13 06:00:00,421.2,421.45,421.11,421.45,2536
2024-11-13 07:00:00,421.27,422.06,421.27,421.61,8146
2024-11-13 08:00:00,421.29,423.0439,421.27,421.84,36852
2024-11-13 09:00:00,421.72,422.47,418.65,419.15,1300529
2024-11-13 10:00:00,419.21,420.53,418.21,419.83,1254468
2024-11-13 11:00:00,419.83,425.57,419.55,424.79,1166886
2024-11-13 12:00:00,424.73,428.73,424.5401,428.5646,1233557
2024-11-13 13:00:00,428.593,429.325,427.3838,428.88,938076
2024-11-13 14:00:00,428.82,428.86,426.29,426.45,924961
2024-11-13 15:00:00,426.475,426.5,423.71,425.34,1992588
2024-11-13 16:00:00,425.2,425.88,424.49,425.36,3931142
2024-11-13 17:00:00,425.2,425.34,425.09,425.2512,363908
2024-11-13 18:00:00,425.25,425.5,425.25,425.4915,11482
2024-11-13 19:00:00,425.35,425.654,425.2336,425.35,2963
2024-11-14 04:00:00,425.22,425.51,424.5,424.8,2095
2024-11-14 05:00:00,424.83,424.99,424.79,424.82,4046
2024-11-14 06:00:00,425.03,425.12,424.82,424.99,3853
2024-11-14 07:00:00,424.9,425.05,424.64,424.64,4785
2024-11-14 08:00:00,424.79,425.09,423.7,424.29,17341
2024-11-14 09:00:00,424.13,428.03,423.67,425.39,1688305
2024-11-14 10:00:00,425.375,427.31,423.75,425.91,1366258
2024-11-14 11:00:00,425.83,427.565,424.55,427.04,1331181
2024-11-14 12:00:00,427.07,428.17,420.0,423.7323,2788167
2024-11-14 13:00:00,423.59,427.26,422.175,426.14,1340744
2024-11-14 14:00:00,426.12,427.7,426.08,427.635,763863
2024-11-14 15:00:00,427.61,427.73,425.845,426.73,1767621
2024-11-14 16:00:00,426.67,427.63,426.22,426.47,5410515
2024-11-14 17:00:00,426.53,426.89,426.15,426.43,17942
2024-11-14 18:00:00,426.18,426.25,425.7851,425.82,8039
2024-11-14 19:00:00,425.94,426.2,425.94,426.2,7412
2024-11-15 04:00:00,423.77,423.81,423.57,423.57,3536
2024-11-15 05:00:00,423.63,423.63,422.7,423.0,2439
2024-11-15 06:00:00,422.94,424.03,422.94,423.87,4195
2024-11-15 07:00:00,423.82,424.8,423.82,424.65,7836
2024-11-15 08:00:00,424.1986,426.89,423.2,423.3901,23721
2024-11-15 09:00:00,423.4104,423.6,418.21,419.065,3316719
2024-11-15 10:00:00,419.075,419.3,416.24,416.69,1813404
2024-11-15 11:00:00,416.65,417.175,414.39,414.85,1051204
2024-11-15 12:00:00,414.9,415.25,413.64,414.755,958529
2024-11-15 13:00:00,414.765,415.4099,414.31,414.6481,840972
2024-11-15 14:00:00,414.6401,415.4,413.84,414.0567,1046024
2024-11-15 15:00:00,414.065,415.82,414.0564,414.81,2428009
2024-11-15 16:00:00,415.0,415.65,414.5,415.0076,4875721
2024-11-15 17:00:00,415.1,415.1,414.8374,415.0,10416
2024-11-15 18:00:00,414.7669,415.0,414.7669,414.9,2307
2024-11-15 19:00:00,414.94,415.0,414.9,414.9999,2415
2024-11-18 04:00:00,416.7,416.7,415.01,415.42,3759
2024-11-18 05:00:00,415.56,416.41,415.55,416.41,2422
2024-11-18 06:00:00,416.39,416.4,415.71,416.29,2334
2024-11-18 07:00:00,416.06,416.6,415.66,415.66,9417
2024-11-18 08:00:00,416.19,417.31,414.07,415.9051,43526
2024-11-18 09:00:00,415.66,416.3773,412.1,415.4,1683379
2024-11-18 10:00:00,415.47,418.4037,415.02,417.56,1319591
2024-11-18 11:00:00,417.58,417.795,415.68,416.0532,646092
2024-11-18 12:00:00,416.085,416.15,414.7,415.68,634085
2024-11-18 13:00:00,415.64,416.33,414.84,415.98,673856
2024-11-18 14:00:00,416.02,416.745,415.52,416.52,578701
2024-11-18 15:00:00,416.49,416.66,415.18,415.75,1135451
2024-11-18 16:00:00,415.76,415.93,415.3,415.5,9976724
2024-11-18 17:00:00,415.5,415.91,415.5,415.6,10972
2024-11-18 18:00:00,415.58,415.65,415.0,415.65,2607
2024-11-18 19:00:00,415.36,415.6975,415.02,415.02,3375
